dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,poke_links,generation,image_url
0883,Arctovish,Water,Ice,505,90,90,100,80,90,55,https://pokemondb.net/pokedex/arctovish,8,https://img.pokemondb.net/artwork/large/arctovish.jpg
0884,Duraludon,Steel,Dragon,535,70,95,115,120,50,85,https://pokemondb.net/pokedex/duraludon,8,https://img.pokemondb.net/artwork/large/duraludon.jpg
0885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,82,https://pokemondb.net/pokedex/dreepy,8,https://img.pokemondb.net/artwork/large/dreepy.jpg
0886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,102,https://pokemondb.net/pokedex/drakloak,8,https://img.pokemondb.net/artwork/large/drakloak.jpg
0887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,142,https://pokemondb.net/pokedex/dragapult,8,https://img.pokemondb.net/artwork/large/dragapult.jpg
0888,Zacian (Hero of Many Battles),Fairy,None,660,92,120,115,80,115,138,https://pokemondb.net/pokedex/zacian,8,https://img.pokemondb.net/artwork/large/zacian-hero.jpg
0889,Zamazenta (Hero of Many Battles),Fighting,None,660,92,120,115,80,115,138,https://pokemondb.net/pokedex/zamazenta,8,https://img.pokemondb.net/artwork/large/zamazenta-hero.jpg
0890,Eternatus,Poison,Dragon,690,140,85,95,145,95,130,https://pokemondb.net/pokedex/eternatus,8,https://img.pokemondb.net/artwork/large/eternatus.jpg
0891,Kubfu,Fighting,None,385,60,90,60,53,50,72,https://pokemondb.net/pokedex/kubfu,8,https://img.pokemondb.net/artwork/large/kubfu.jpg
0892,Urshifu (Single Strike Style),Fighting,Dark,550,100,130,100,63,60,97,https://pokemondb.net/pokedex/urshifu,8,https://img.pokemondb.net/artwork/large/urshifu-single-strike.jpg
0893,Zarude,Dark,Grass,600,105,120,105,70,95,105,https://pokemondb.net/pokedex/zarude,8,https://img.pokemondb.net/artwork/large/zarude.jpg
0894,Regieleki,Electric,None,580,80,100,50,100,50,200,https://pokemondb.net/pokedex/regieleki,8,https://img.pokemondb.net/artwork/large/regieleki.jpg
0895,Regidrago,Dragon,None,580,200,100,50,100,50,80,https://pokemondb.net/pokedex/regidrago,8,https://img.pokemondb.net/artwork/large/regidrago.jpg
0896,Glastrier,Ice,None,580,100,145,130,65,110,30,https://pokemondb.net/pokedex/glastrier,8,https://img.pokemondb.net/artwork/large/glastrier.jpg
0897,Spectrier,Ghost,None,580,100,65,60,145,80,130,https://pokemondb.net/pokedex/spectrier,8,https://img.pokemondb.net/artwork/large/spectrier.jpg
0898,Calyrex,Psychic,Grass,500,100,80,80,80,80,80,https://pokemondb.net/pokedex/calyrex,8,https://img.pokemondb.net/artwork/large/calyrex.jpg
0899,Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,https://pokemondb.net/pokedex/wyrdeer,8,https://img.pokemondb.net/artwork/large/wyrdeer.jpg
0900,Kleavor,Bug,Rock,500,70,135,95,45,70,85,https://pokemondb.net/pokedex/kleavor,8,https://img.pokemondb.net/artwork/large/kleavor.jpg
0901,Ursaluna,Ground,Normal,550,130,140,105,45,80,50,https://pokemondb.net/pokedex/ursaluna,8,https://img.pokemondb.net/artwork/large/ursaluna.jpg
0902,Basculegion (Male),Water,Ghost,530,120,112,65,80,75,78,https://pokemondb.net/pokedex/basculegion,8,https://img.pokemondb.net/artwork/large/basculegion-male.jpg
0903,Sneasler,Fighting,Poison,510,80,130,60,40,80,120,https://pokemondb.net/pokedex/sneasler,8,https://img.pokemondb.net/artwork/large/sneasler.jpg
0904,Overqwil,Dark,Poison,510,85,115,95,65,65,85,https://pokemondb.net/pokedex/overqwil,8,https://img.pokemondb.net/artwork/large/overqwil.jpg
0905,Enamorus (Incarnate Forme),Fairy,Flying,580,74,115,70,135,80,106,https://pokemondb.net/pokedex/enamorus,8,https://img.pokemondb.net/artwork/large/enamorus-incarnate.jpg
0906,Sprigatito,Grass,None,310,40,61,54,45,45,65,https://pokemondb.net/pokedex/sprigatito,9,https://img.pokemondb.net/artwork/large/sprigatito.jpg
0907,Floragato,Grass,None,410,61,80,63,60,63,83,https://pokemondb.net/pokedex/floragato,9,https://img.pokemondb.net/artwork/large/floragato.jpg
0908,Meowscarada,Grass,Dark,530,76,110,70,81,70,123,https://pokemondb.net/pokedex/meowscarada,9,https://img.pokemondb.net/artwork/large/meowscarada.jpg
0909,Fuecoco,Fire,None,310,67,45,59,63,40,36,https://pokemondb.net/pokedex/fuecoco,9,https://img.pokemondb.net/artwork/large/fuecoco.jpg
0910,Crocalor,Fire,None,411,81,55,78,90,58,49,https://pokemondb.net/pokedex/crocalor,9,https://img.pokemondb.net/artwork/large/crocalor.jpg
0911,Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,https://pokemondb.net/pokedex/skeledirge,9,https://img.pokemondb.net/artwork/large/skeledirge.jpg
0912,Quaxly,Water,None,310,55,65,45,50,45,50,https://pokemondb.net/pokedex/quaxly,9,https://img.pokemondb.net/artwork/large/quaxly.jpg
0913,Quaxwell,Water,None,410,70,85,65,65,60,65,https://pokemondb.net/pokedex/quaxwell,9,https://img.pokemondb.net/artwork/large/quaxwell.jpg
0914,Quaquaval,Water,Fighting,530,85,120,80,85,75,85,https://pokemondb.net/pokedex/quaquaval,9,https://img.pokemondb.net/artwork/large/quaquaval.jpg
0915,Lechonk,Normal,None,254,54,45,40,35,45,35,https://pokemondb.net/pokedex/lechonk,9,https://img.pokemondb.net/artwork/large/lechonk.jpg
0916,Oinkologne (Male),Normal,None,489,110,100,75,59,80,65,https://pokemondb.net/pokedex/oinkologne,9,https://img.pokemondb.net/artwork/large/oinkologne-male.jpg
0917,Tarountula,Bug,None,210,35,41,45,29,40,20,https://pokemondb.net/pokedex/tarountula,9,https://img.pokemondb.net/artwork/large/tarountula.jpg
0918,Spidops,Bug,None,404,60,79,92,52,86,35,https://pokemondb.net/pokedex/spidops,9,https://img.pokemondb.net/artwork/large/spidops.jpg
0919,Nymble,Bug,None,210,33,46,40,21,25,45,https://pokemondb.net/pokedex/nymble,9,https://img.pokemondb.net/artwork/large/nymble.jpg
0920,Lokix,Bug,Dark,450,71,102,78,52,55,92,https://pokemondb.net/pokedex/lokix,9,https://img.pokemondb.net/artwork/large/lokix.jpg
0921,Pawmi,Electric,None,240,45,50,20,40,25,60,https://pokemondb.net/pokedex/pawmi,9,https://img.pokemondb.net/artwork/large/pawmi.jpg
0922,Pawmo,Electric,Fighting,350,60,75,40,50,40,85,https://pokemondb.net/pokedex/pawmo,9,https://img.pokemondb.net/artwork/large/pawmo.jpg
0923,Pawmot,Electric,Fighting,490,70,115,70,70,60,105,https://pokemondb.net/pokedex/pawmot,9,https://img.pokemondb.net/artwork/large/pawmot.jpg
0924,Tandemaus,Normal,None,305,50,50,45,40,45,75,https://pokemondb.net/pokedex/tandemaus,9,https://img.pokemondb.net/artwork/large/tandemaus.jpg
0925,Maushold (Family of Four),Normal,None,470,74,75,70,65,75,111,https://pokemondb.net/pokedex/maushold,9,https://img.pokemondb.net/artwork/large/maushold-family4.jpg
0926,Fidough,Fairy,None,312,37,55,70,30,55,65,https://pokemondb.net/pokedex/fidough,9,https://img.pokemondb.net/artwork/large/fidough.jpg
0927,Dachsbun,Fairy,None,477,57,80,115,50,80,95,https://pokemondb.net/pokedex/dachsbun,9,https://img.pokemondb.net/artwork/large/dachsbun.jpg
0928,Smoliv,Grass,Normal,260,41,35,45,58,51,30,https://pokemondb.net/pokedex/smoliv,9,https://img.pokemondb.net/artwork/large/smoliv.jpg
0929,Dolliv,Grass,Normal,354,52,53,60,78,78,33,https://pokemondb.net/pokedex/dolliv,9,https://img.pokemondb.net/artwork/large/dolliv.jpg
0930,Arboliva,Grass,Normal,510,78,69,90,125,109,39,https://pokemondb.net/pokedex/arboliva,9,https://img.pokemondb.net/artwork/large/arboliva.jpg
0931,Squawkabilly (Green Plumage),Normal,Flying,417,82,96,51,45,51,92,https://pokemondb.net/pokedex/squawkabilly,9,https://img.pokemondb.net/artwork/large/squawkabilly-green.jpg
0932,Nacli,Rock,None,280,55,55,75,35,35,25,https://pokemondb.net/pokedex/nacli,9,https://img.pokemondb.net/artwork/large/nacli.jpg
0933,Naclstack,Rock,None,355,60,60,100,35,65,35,https://pokemondb.net/pokedex/naclstack,9,https://img.pokemondb.net/artwork/large/naclstack.jpg
0934,Garganacl,Rock,None,500,100,100,130,45,90,35,https://pokemondb.net/pokedex/garganacl,9,https://img.pokemondb.net/artwork/large/garganacl.jpg
0935,Charcadet,Fire,None,255,40,50,40,50,40,35,https://pokemondb.net/pokedex/charcadet,9,https://img.pokemondb.net/artwork/large/charcadet.jpg
0936,Armarouge,Fire,Psychic,525,85,60,100,125,80,75,https://pokemondb.net/pokedex/armarouge,9,https://img.pokemondb.net/artwork/large/armarouge.jpg
0937,Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,https://pokemondb.net/pokedex/ceruledge,9,https://img.pokemondb.net/artwork/large/ceruledge.jpg
0938,Tadbulb,Electric,None,272,61,31,41,59,35,45,https://pokemondb.net/pokedex/tadbulb,9,https://img.pokemondb.net/artwork/large/tadbulb.jpg
0939,Bellibolt,Electric,None,495,109,64,91,103,83,45,https://pokemondb.net/pokedex/bellibolt,9,https://img.pokemondb.net/artwork/large/bellibolt.jpg
0940,Wattrel,Electric,Flying,280,40,40,35,55,40,70,https://pokemondb.net/pokedex/wattrel,9,https://img.pokemondb.net/artwork/large/wattrel.jpg
0941,Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,https://pokemondb.net/pokedex/kilowattrel,9,https://img.pokemondb.net/artwork/large/kilowattrel.jpg
0942,Maschiff,Dark,None,340,60,78,60,40,51,51,https://pokemondb.net/pokedex/maschiff,9,https://img.pokemondb.net/artwork/large/maschiff.jpg
0943,Mabosstiff,Dark,None,505,80,120,90,60,70,85,https://pokemondb.net/pokedex/mabosstiff,9,https://img.pokemondb.net/artwork/large/mabosstiff.jpg
0944,Shroodle,Poison,Normal,290,40,65,35,40,35,75,https://pokemondb.net/pokedex/shroodle,9,https://img.pokemondb.net/artwork/large/shroodle.jpg
0945,Grafaiai,Poison,Normal,485,63,95,65,80,72,110,https://pokemondb.net/pokedex/grafaiai,9,https://img.pokemondb.net/artwork/large/grafaiai.jpg
0946,Bramblin,Grass,Ghost,275,40,65,30,45,35,60,https://pokemondb.net/pokedex/bramblin,9,https://img.pokemondb.net/artwork/large/bramblin.jpg
0947,Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,https://pokemondb.net/pokedex/brambleghast,9,https://img.pokemondb.net/artwork/large/brambleghast.jpg
0948,Toedscool,Ground,Grass,335,40,40,35,50,100,70,https://pokemondb.net/pokedex/toedscool,9,https://img.pokemondb.net/artwork/large/toedscool.jpg
0949,Toedscruel,Ground,Grass,515,80,70,65,80,120,100,https://pokemondb.net/pokedex/toedscruel,9,https://img.pokemondb.net/artwork/large/toedscruel.jpg
0950,Klawf,Rock,None,450,70,100,115,35,55,75,https://pokemondb.net/pokedex/klawf,9,https://img.pokemondb.net/artwork/large/klawf.jpg
0951,Capsakid,Grass,None,304,50,62,40,62,40,50,https://pokemondb.net/pokedex/capsakid,9,https://img.pokemondb.net/artwork/large/capsakid.jpg
0952,Scovillain,Grass,Fire,486,65,108,65,108,65,75,https://pokemondb.net/pokedex/scovillain,9,https://img.pokemondb.net/artwork/large/scovillain.jpg
0953,Rellor,Bug,None,270,41,50,60,31,58,30,https://pokemondb.net/pokedex/rellor,9,https://img.pokemondb.net/artwork/large/rellor.jpg
0954,Rabsca,Bug,Psychic,470,75,50,85,115,100,45,https://pokemondb.net/pokedex/rabsca,9,https://img.pokemondb.net/artwork/large/rabsca.jpg
0955,Flittle,Psychic,None,255,30,35,30,55,30,75,https://pokemondb.net/pokedex/flittle,9,https://img.pokemondb.net/artwork/large/flittle.jpg
0956,Espathra,Psychic,None,481,95,60,60,101,60,105,https://pokemondb.net/pokedex/espathra,9,https://img.pokemondb.net/artwork/large/espathra.jpg
0957,Tinkatink,Fairy,Steel,297,50,45,45,35,64,58,https://pokemondb.net/pokedex/tinkatink,9,https://img.pokemondb.net/artwork/large/tinkatink.jpg
0958,Tinkatuff,Fairy,Steel,380,65,55,55,45,82,78,https://pokemondb.net/pokedex/tinkatuff,9,https://img.pokemondb.net/artwork/large/tinkatuff.jpg
0959,Tinkaton,Fairy,Steel,506,85,75,77,70,105,94,https://pokemondb.net/pokedex/tinkaton,9,https://img.pokemondb.net/artwork/large/tinkaton.jpg
0960,Wiglett,Water,None,245,10,55,25,35,25,95,https://pokemondb.net/pokedex/wiglett,9,https://img.pokemondb.net/artwork/large/wiglett.jpg
0961,Wugtrio,Water,None,425,35,100,50,50,70,120,https://pokemondb.net/pokedex/wugtrio,9,https://img.pokemondb.net/artwork/large/wugtrio.jpg
0962,Bombirdier,Flying,Dark,485,70,103,85,60,85,82,https://pokemondb.net/pokedex/bombirdier,9,https://img.pokemondb.net/artwork/large/bombirdier.jpg
0963,Finizen,Water,None,315,70,45,40,45,40,75,https://pokemondb.net/pokedex/finizen,9,https://img.pokemondb.net/artwork/large/finizen.jpg
0964,Palafin (Zero Form),Water,None,457,100,70,72,53,62,100,https://pokemondb.net/pokedex/palafin,9,https://img.pokemondb.net/artwork/large/palafin-zero.jpg
0965,Varoom,Steel,Poison,300,45,70,63,30,45,47,https://pokemondb.net/pokedex/varoom,9,https://img.pokemondb.net/artwork/large/varoom.jpg
0966,Revavroom,Steel,Poison,500,80,119,90,54,67,90,https://pokemondb.net/pokedex/revavroom,9,https://img.pokemondb.net/artwork/large/revavroom.jpg
0967,Cyclizar,Dragon,Normal,501,70,95,65,85,65,121,https://pokemondb.net/pokedex/cyclizar,9,https://img.pokemondb.net/artwork/large/cyclizar.jpg
0968,Orthworm,Steel,None,480,70,85,145,60,55,65,https://pokemondb.net/pokedex/orthworm,9,https://img.pokemondb.net/artwork/large/orthworm.jpg
0969,Glimmet,Rock,Poison,350,48,35,42,105,60,60,https://pokemondb.net/pokedex/glimmet,9,https://img.pokemondb.net/artwork/large/glimmet.jpg
0970,Glimmora,Rock,Poison,525,83,55,90,130,81,86,https://pokemondb.net/pokedex/glimmora,9,https://img.pokemondb.net/artwork/large/glimmora.jpg
0971,Greavard,Ghost,None,290,50,61,60,30,55,34,https://pokemondb.net/pokedex/greavard,9,https://img.pokemondb.net/artwork/large/greavard.jpg
0972,Houndstone,Ghost,None,488,72,101,100,50,97,68,https://pokemondb.net/pokedex/houndstone,9,https://img.pokemondb.net/artwork/large/houndstone.jpg
0973,Flamigo,Flying,Fighting,500,82,115,74,75,64,90,https://pokemondb.net/pokedex/flamigo,9,https://img.pokemondb.net/artwork/large/flamigo.jpg
0974,Cetoddle,Ice,None,334,108,68,45,30,40,43,https://pokemondb.net/pokedex/cetoddle,9,https://img.pokemondb.net/artwork/large/cetoddle.jpg
0975,Cetitan,Ice,None,521,170,113,65,45,55,73,https://pokemondb.net/pokedex/cetitan,9,https://img.pokemondb.net/artwork/large/cetitan.jpg
0976,Veluza,Water,Psychic,478,90,102,73,78,65,70,https://pokemondb.net/pokedex/veluza,9,https://img.pokemondb.net/artwork/large/veluza.jpg
0977,Dondozo,Water,None,530,150,100,115,65,65,35,https://pokemondb.net/pokedex/dondozo,9,https://img.pokemondb.net/artwork/large/dondozo.jpg
0978,Tatsugiri (Curly Form),Dragon,Water,475,68,50,60,120,95,82,https://pokemondb.net/pokedex/tatsugiri,9,https://img.pokemondb.net/artwork/large/tatsugiri-curly.jpg
0979,Annihilape,Fighting,Ghost,535,110,115,80,50,90,90,https://pokemondb.net/pokedex/annihilape,9,https://img.pokemondb.net/artwork/large/annihilape.jpg
0980,Clodsire,Poison,Ground,430,130,75,60,45,100,20,https://pokemondb.net/pokedex/clodsire,9,https://img.pokemondb.net/artwork/large/clodsire.jpg
0981,Farigiraf,Normal,Psychic,520,120,90,70,110,70,60,https://pokemondb.net/pokedex/farigiraf,9,https://img.pokemondb.net/artwork/large/farigiraf.jpg
0982,Dudunsparce (Two-Segment Form),Normal,None,520,125,100,80,85,75,55,https://pokemondb.net/pokedex/dudunsparce,9,https://img.pokemondb.net/artwork/large/dudunsparce-two-segment.jpg
0983,Kingambit,Dark,Steel,550,100,135,120,60,85,50,https://pokemondb.net/pokedex/kingambit,9,https://img.pokemondb.net/artwork/large/kingambit.jpg
0984,Great Tusk,Ground,Fighting,570,115,131,131,53,53,87,https://pokemondb.net/pokedex/great-tusk,9,https://img.pokemondb.net/artwork/large/great-tusk.jpg
0985,Scream Tail,Fairy,Psychic,570,115,65,99,65,115,111,https://pokemondb.net/pokedex/scream-tail,9,https://img.pokemondb.net/artwork/large/scream-tail.jpg
0986,Brute Bonnet,Grass,Dark,570,111,127,99,79,99,55,https://pokemondb.net/pokedex/brute-bonnet,9,https://img.pokemondb.net/artwork/large/brute-bonnet.jpg
0987,Flutter Mane,Ghost,Fairy,570,55,55,55,135,135,135,https://pokemondb.net/pokedex/flutter-mane,9,https://img.pokemondb.net/artwork/large/flutter-mane.jpg
0988,Slither Wing,Bug,Fighting,570,85,135,79,85,105,81,https://pokemondb.net/pokedex/slither-wing,9,https://img.pokemondb.net/artwork/large/slither-wing.jpg
0989,Sandy Shocks,Electric,Ground,570,85,81,97,121,85,101,https://pokemondb.net/pokedex/sandy-shocks,9,https://img.pokemondb.net/artwork/large/sandy-shocks.jpg
0990,Iron Treads,Ground,Steel,570,90,112,120,72,70,106,https://pokemondb.net/pokedex/iron-treads,9,https://img.pokemondb.net/artwork/large/iron-treads.jpg
0991,Iron Bundle,Ice,Water,570,56,80,114,124,60,136,https://pokemondb.net/pokedex/iron-bundle,9,https://img.pokemondb.net/artwork/large/iron-bundle.jpg
0992,Iron Hands,Fighting,Electric,570,154,140,108,50,68,50,https://pokemondb.net/pokedex/iron-hands,9,https://img.pokemondb.net/artwork/large/iron-hands.jpg
0993,Iron Jugulis,Dark,Flying,570,94,80,86,122,80,108,https://pokemondb.net/pokedex/iron-jugulis,9,https://img.pokemondb.net/artwork/large/iron-jugulis.jpg
0994,Iron Moth,Fire,Poison,570,80,70,60,140,110,110,https://pokemondb.net/pokedex/iron-moth,9,https://img.pokemondb.net/artwork/large/iron-moth.jpg
0995,Iron Thorns,Rock,Electric,570,100,134,110,70,84,72,https://pokemondb.net/pokedex/iron-thorns,9,https://img.pokemondb.net/artwork/large/iron-thorns.jpg
0996,Frigibax,Dragon,Ice,320,65,75,45,35,45,55,https://pokemondb.net/pokedex/frigibax,9,https://img.pokemondb.net/artwork/large/frigibax.jpg
0997,Arctibax,Dragon,Ice,423,90,95,66,45,65,62,https://pokemondb.net/pokedex/arctibax,9,https://img.pokemondb.net/artwork/large/arctibax.jpg
0998,Baxcalibur,Dragon,Ice,600,115,145,92,75,86,87,https://pokemondb.net/pokedex/baxcalibur,9,https://img.pokemondb.net/artwork/large/baxcalibur.jpg
0999,Gimmighoul (Chest Form),Ghost,None,300,45,30,70,75,70,10,https://pokemondb.net/pokedex/gimmighoul,9,https://img.pokemondb.net/artwork/large/gimmighoul-chest.jpg
1000,Gholdengo,Steel,Ghost,550,87,60,95,133,91,84,https://pokemondb.net/pokedex/gholdengo,9,https://img.pokemondb.net/artwork/large/gholdengo.jpg
1001,Wo-Chien,Dark,Grass,570,85,85,100,95,135,70,https://pokemondb.net/pokedex/wo-chien,9,https://img.pokemondb.net/artwork/large/wo-chien.jpg
1002,Chien-Pao,Dark,Ice,570,80,120,80,90,65,135,https://pokemondb.net/pokedex/chien-pao,9,https://img.pokemondb.net/artwork/large/chien-pao.jpg
1003,Ting-Lu,Dark,Ground,570,155,110,125,55,80,45,https://pokemondb.net/pokedex/ting-lu,9,https://img.pokemondb.net/artwork/large/ting-lu.jpg
1004,Chi-Yu,Dark,Fire,570,55,80,80,135,120,100,https://pokemondb.net/pokedex/chi-yu,9,https://img.pokemondb.net/artwork/large/chi-yu.jpg
1005,Roaring Moon,Dragon,Dark,590,105,139,71,55,101,119,https://pokemondb.net/pokedex/roaring-moon,9,https://img.pokemondb.net/artwork/large/roaring-moon.jpg
1006,Iron Valiant,Fairy,Fighting,590,74,130,90,120,60,116,https://pokemondb.net/pokedex/iron-valiant,9,https://img.pokemondb.net/artwork/large/iron-valiant.jpg
1007,Koraidon,Fighting,Dragon,670,100,135,115,85,100,135,https://pokemondb.net/pokedex/koraidon,9,https://img.pokemondb.net/artwork/large/koraidon.jpg
1008,Miraidon,Electric,Dragon,670,100,85,100,135,115,135,https://pokemondb.net/pokedex/miraidon,9,https://img.pokemondb.net/artwork/large/miraidon.jpg
1009,Walking Wake,Water,Dragon,590,99,83,91,125,83,109,https://pokemondb.net/pokedex/walking-wake,9,https://img.pokemondb.net/artwork/large/walking-wake.jpg
1010,Iron Leaves,Grass,Psychic,590,90,130,88,70,108,104,https://pokemondb.net/pokedex/iron-leaves,9,https://img.pokemondb.net/artwork/large/iron-leaves.jpg
1011,Dipplin,Grass,Dragon,485,80,80,110,95,80,40,https://pokemondb.net/pokedex/dipplin,9,https://img.pokemondb.net/artwork/large/dipplin.jpg
1012,Poltchageist,Grass,Ghost,308,40,45,45,74,54,50,https://pokemondb.net/pokedex/poltchageist,9,https://img.pokemondb.net/artwork/large/poltchageist.jpg
1013,Sinistcha,Grass,Ghost,508,71,60,106,121,80,70,https://pokemondb.net/pokedex/sinistcha,9,https://img.pokemondb.net/sprites/scarlet-violet/normal/sinistcha.png
1014,Okidogi,Poison,Fighting,555,88,128,115,58,86,80,https://pokemondb.net/pokedex/okidogi,9,https://img.pokemondb.net/artwork/large/okidogi.jpg
1015,Munkidori,Poison,Psychic,555,88,75,66,130,90,106,https://pokemondb.net/pokedex/munkidori,9,https://img.pokemondb.net/artwork/large/munkidori.jpg
1016,Fezandipiti,Poison,Fairy,555,88,91,82,70,125,99,https://pokemondb.net/pokedex/fezandipiti,9,https://img.pokemondb.net/artwork/large/fezandipiti.jpg
1017,Ogerpon (Teal Mask),Grass,None,550,80,120,84,60,96,110,https://pokemondb.net/pokedex/ogerpon,9,https://img.pokemondb.net/artwork/large/ogerpon-teal.jpg
1018,Archaludon,Steel,Dragon,600,90,105,130,125,65,85,https://pokemondb.net/pokedex/archaludon,9,https://img.pokemondb.net/artwork/large/archaludon.jpg
1019,Hydrapple,Grass,Dragon,540,106,80,110,120,80,44,https://pokemondb.net/pokedex/hydrapple,9,https://img.pokemondb.net/sprites/scarlet-violet/normal/hydrapple.png
1020,Gouging Fire,Fire,Dragon,590,105,115,121,65,93,91,https://pokemondb.net/pokedex/gouging-fire,9,https://img.pokemondb.net/sprites/scarlet-violet/normal/gouging-fire.png
1021,Raging Bolt,Electric,Dragon,590,125,73,91,137,89,75,https://pokemondb.net/pokedex/raging-bolt,9,https://img.pokemondb.net/artwork/large/raging-bolt.jpg
1022,Iron Boulder,Rock,Psychic,590,90,120,80,68,108,124,https://pokemondb.net/pokedex/iron-boulder,9,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-boulder.png
1023,Iron Crown,Steel,Psychic,590,90,72,100,122,108,98,https://pokemondb.net/pokedex/iron-crown,9,https://img.pokemondb.net/artwork/large/iron-crown.jpg
1024,Terapagos (Normal Form),Normal,None,450,90,65,85,65,85,60,https://pokemondb.net/pokedex/terapagos,9,https://img.pokemondb.net/artwork/large/terapagos-normal.jpg
1025,Pecharunt,Poison,Ghost,600,88,88,160,88,88,88,https://pokemondb.net/pokedex/pecharunt,9,https://img.pokemondb.net/artwork/large/pecharunt.jpg
